gene_number	id	symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	IHW_pvalue
113258822	gene-SLC2A4RG	SLC2A4RG	113.30523771832922	-2.154892181071752	0.27453250150943626	-7.849315360562815	4.1831453582517984e-15	5.254448884500084e-11	5.631461667773919e-11
113258666	gene-NEURL2	NEURL2	85.53008922646453	-1.6390537200071686	0.2294464743985437	-7.143512334646584	9.09757542304192e-13	5.713732244441478e-9	5.378058973693023e-9
113270747	gene-SMG1	SMG1	440.8868482643867	-1.087640667989364	0.15624051697497324	-6.961322767279267	3.3709245397575578e-12	1.4114061047964894e-8	5.934265896187984e-9
113242009	gene-NDUFAF1	NDUFAF1	99.13303836231097	1.1080489844876105	0.1715045134668707	6.46075699169078	1.041805033713274e-10	3.2715282571181085e-7	3.660140761421538e-7
113250431	gene-LOC113250431	LOC113250431	3192.0573172279946	-1.6832901117944887	0.2697586939926812	-6.239984657696177	4.3761381353728627e-10	1.0993734223683706e-6	3.660140761421538e-7
113251283	gene-MRPS31	MRPS31	179.1400188225257	0.9640469704387161	0.15649715036684603	6.160156706872216	7.267299340895857e-10	1.5214091170165477e-6	1.4770780303000196e-6
113261110	gene-LOC113261110	LOC113261110	205.84161318766198	1.2023332398113964	0.20124886831876448	5.9743602528337325	2.3099484549379334e-9	4.145037506067911e-6	1.5237399107347046e-6
113271045	gene-MYBBP1A	MYBBP1A	201.13355578949688	-0.8080646122234838	0.14163445460691698	-5.70528276093648	1.1615010868002765e-8	1.7020789583280157e-5	6.255895626569029e-6
113241955	gene-SERF2	SERF2	448.4586824855971	1.4642854209119764	0.26311914797537117	5.5651039925419585	2.619961191122912e-8	3.252166766889213e-5	1.4872351337693596e-5
113243957	gene-MRPL23	MRPL23	113.55970275480063	-1.4948825084542912	0.26239952183059634	-5.696971160714916	1.2195454681117856e-8	1.7020789583280157e-5	1.4872351337693596e-5
113256940	gene-RPL29	RPL29	1227.8928895834354	-1.0817223913672414	0.19721764331031208	-5.484916933447001	4.136637483841518e-8	3.711450245323808e-5	1.7364463585274354e-5
113256178	gene-LUM	LUM	148.06085480434712	2.3523295864237532	0.42606621890266233	5.52104222785416	3.369947720477896e-8	3.527492776410238e-5	3.126476435530314e-5
113241155	gene-ATP5F1C	ATP5F1C	1012.5408745748235	0.9584146377985925	0.18024615549367354	5.31725425806506	1.0534481595420321e-7	7.783742548239685e-5	3.126476435530314e-5
113247549	gene-LOC113247549	LOC113247549	434.77726545302977	-1.2528387677272144	0.23519004496896637	-5.326920907271088	9.989163441334198e-8	7.783742548239685e-5	3.126476435530314e-5
113246202	gene-S100A10	S100A10	161.70619114103658	1.6228732618971304	0.29238154683077044	5.5505324446362705	2.8480084735117698e-8	3.252166766889213e-5	3.126476435530314e-5
113257287	gene-ALDH1L1	ALDH1L1	174.81678649216443	1.7358738570391805	0.3157034109237457	5.498432379808717	3.8318242479049976e-8	3.70242649061036e-5	3.4098514314688295e-5
113262931	gene-PSEN2	PSEN2	64.01783459089044	-1.253436983841481	0.23043598225285877	-5.439415197172103	5.3455746132960334e-8	4.476384181174098e-5	3.5498708035690677e-5
113249793	gene-NDUFA10	NDUFA10	322.28441618195205	0.9849570806250831	0.18588634326697093	5.298705990522836	1.1662625266106962e-7	8.138568664864976e-5	3.5498708035690677e-5
113242819	gene-EEF2	EEF2	12962.504314613787	-0.8704806098407611	0.1651605494806572	-5.270511708625113	1.3604394678935012e-7	8.993936924321193e-5	3.781506469405619e-5
113245240	gene-SMG5	SMG5	345.95529004032784	0.8920198362909036	0.1741445812524838	5.122294531792564	3.0183992366487993e-7	1.7233687641611623e-4	6.968724262021604e-5
113261210	gene-MMUT	MMUT	211.10240914692696	1.267245605288462	0.24925473376509738	5.084138568388191	3.6929826551261165e-7	1.855502205241566e-4	7.004666673420914e-5
113243300	gene-RPL13A	RPL13A	3002.814346401749	-0.7962829557413033	0.15838166803030185	-5.027620719267567	4.966028616888608e-7	2.2277959091692072e-4	9.296201838605846e-5
113252931	gene-PDP1	PDP1	631.217200457102	1.2853448479712413	0.25409343677505064	5.058551941698358	4.2245218468455494e-7	2.0409314968548826e-4	9.296201838605846e-5
113243118	gene-LOC113243118	LOC113243118	164.17722248089632	0.9632800620349901	0.18377366629835526	5.241665367175685	1.591337703790113e-7	9.994396448653804e-5	9.296201838605846e-5
113254666	gene-TUT4	TUT4	215.44694634257206	-0.9201203858030721	0.18445116698462533	-4.988422685771175	6.087426416077061e-7	2.4665859100756116e-4	9.325881162673532e-5
113266361	gene-GGTA1	GGTA1	144.90685118402132	1.3483102439242531	0.2577193624016823	5.231699439884427	1.6795868788502235e-7	1.0046328945351265e-4	9.325881162673532e-5
113265044	gene-PDHX	PDHX	440.9556761576751	0.9092064444093196	0.18316966775943783	4.963739114291606	6.914881449916465e-7	2.5546419380117856e-4	1.1825719369527408e-4
